source_row,episode,start_time,end_time,question_type,record_sha256
253,891,31,60,1.1,789a8505a3ae12f9f5d27b8acc804f57cdb5a32fa45d3ce70afca0e5c4ff0a08
254,964,0,14,1.1,301b39533bb399b178662a3952adbd7a283d8176b335fa690467261461604f73
255,966,0,1,1.2,8d46f78981891e9fe1dc8f272b71365889c67e37cc0474f1b0c46c782164353f
256,966,2,18,1.2,b3c571d6e5288f2ffe80c026a5e70c5f565338211eb8afe97d176ee4147fa64a
257,966,19,31,1.3,dea2aac6703c15f97bb0f93ab6ed3a5e71ca2b8c58c3a4f335a0619fa883375d
258,966,32,32,1.2,73f77209f85aac85804356a220eedf1baf4d3f15c28e81e75ac40d3057891e21
259,966,33,46,1.1,25d57f005ac2a5005315947332440f354bbc72cf6488f3a4b5427f4d5ae83440
260,973,0,0,1.1,d12953a91b71d496aaf295a4ed75c0f7e0aab40a5ef6a036fe7216617aacba76
261,984,0,10,1.2,375a37bbd73a968925b32c151ea06080162182388fae1fef2939320f2c2beaea
262,984,11,25,1.2,02a18d2d816a41eec748f36582f78b4e7ce93e2fe99399c86fb696f5a2781cbe
263,984,26,38,1.3,dd7982936b57c2444734e04dc0643153ccc2bd7370305c009ac0260a0ab15b22
264,1031,0,14,1.1,05d6273f73b3b4346c3043f5a1a41d3502c4f2b1850c3792d4732a0fb5da6f3c
265,1031,15,29,1.2,6d8f64419d2df696bbe40b8f0feaf3269e31b023a9a4c71f066f550a2a620ad4
266,1031,30,43,1.1,cbad62328a514ea44d5df3e3b1f67f6718211af46538849b1e10491142bab22e
267,1079,0,10,1.2,a1a035bb6ecde5b27da161c18e66a9af7648c8add5cdd1112c5b2ecc2d693069
268,1079,11,25,1.1,b68674c60069312261db0aa0d083cb222a0f7513c91e0146d6e500dfa5946a21
269,1079,26,27,1.2,fcc99332cbe33ca9cf7aa47d10f863acbb4d2c1907e271b9dff4c39f1ac7fd1e
270,1079,28,29,1.2,4a7c60ec01d2924bf04b52f0a5094979ddf6334d40dfd369d2bd5cabb3b8a4bb
271,1079,30,47,1.1,043894a5de77481b249a87101ec032987446d4ac3d07db29b323da90deda6519
272,1092,0,2,1.1,220acd558842ac99ec871645c6389fab4b1299bd0dc2c83513d525bb2d1177a0
273,1092,3,4,1.2,3e6d9a5f7f5b63f5cd513c1f58c3af25db14d437639031dd5aee85994538f121
274,1092,5,7,1.2,ba6ad1de21bac1412b829e69f4211b70ac8ce85ba47974b47c00c04b37cb9675
275,1100,0,7,1.1,177d6875166f12c8ae910031d251cac5ba2b45690b046574a6bfceec820fa801
276,1100,8,9,1.1,9c5f6adafb37fe48d89f1407dea02cf71f16f92b6fc105bb85bc6a33c8df1b53
277,1100,10,11,1.2,9551157c4da48e70411c8c6eaae1673375cec620511992bcedd219c4121dadea
278,1100,12,26,1.2,1cd332b447a3c62e933a93a03b627fbe6d708825d647b1266256f2fffe57453a
279,1124,0,10,1.1,eaa8e0f3b346f3d171068b5cfdf09ba663195e665470dcd8ca034e0afce5f66c
280,1124,11,28,1.3,233bcda22ea1afe7ef2083a2efefb407dd49dc7d1752e6c6422f9aa863475c2e
281,1124,29,30,1.3,cc2dd8cca18a7dd6af712db7555d944663a59e6666626f573f7bdae08a0d3e91
282,1132,0,1,1.1,a14212ee1c1eb8d81b94acc6569a7576d78b88b081e6b01517eb327c2df0130f
283,1132,2,3,1.1,44df44b3e891c1fc0e08e186f00c86c0d9bae87e0cb1a7b38a7ee4e29e7418d6
284,1146,0,12,1.2,1632ac3679160831040eea19032b4572443e805ce80575331a380da487936c63
285,1146,13,14,1.1,b23bb3a96b9ff463caaed7c6c91f4eda97209c9456774b1b90b8bc82721aecbd
286,1150,0,17,1.2,8ebdca964c889e49f224a0ea8cab442833431d32ce410ac0f2aac3907202dd12
287,1150,18,19,1.2,00a8d036d36771ffb3e6c849a8920dc8875ed2579b2b6aea2fcd6fdf3a5dbedc
288,1150,20,34,1.2,b1e6d92f63087f6d62c05bb22bd68d9e8302f9cac06cfdd88038636835fc8145
289,1150,35,47,1.1,28f52747decec9977f5c1f043133a71aa89848794f8ee47a19dab9592c0e6219
290,1179,0,4,1.2,489f53462718b9f8ae4e2c718e80ed7fc6010b51ed82f153286279221022a515
291,1179,5,17,1.1,e060123614ba4be5085f58a68f85d7442042411307b1d9edd10b8d3e771e21b9
292,1179,18,19,1.1,8394855bbdab9ee0c1e99a6d2055c72380673c0db26452a3ac8bbe42624cc300
293,1179,20,21,1.1,5ab24982577535a08ebf9ec8d1790923c7ef620841585af27a1dc764ded1647a
294,1185,0,11,1.2,f621f6608f4ac38db47581b206874a1936f35b767e13e26cbda002a6b410f3a4
295,1185,12,14,1.1,42d8119eab09d2a1cb5ee999865335e85f04518635443cbdfa79b688c5c0c6ce
296,1185,15,16,1.1,89aabac5b30014c2ecabb272619014e39b6af37bc24a9b116fa12f2fb065e4c1
297,1196,0,3,1.2,0a21f0142cf76cdf2230d95d117c9f3c1e08bd05a3fc848e0fc75ae9bcc5c8c0
298,1196,4,5,1.2,3162a77941c23af310824d9e56f54c7d549688af45adb3e417154c1b6c19c93f
299,1196,6,20,1.2,30f093b55454ef87110e9b380a6bf5d5f3e24468d8868a7468b39748fb7db918
300,1,0,9,2.2,bd16733784e6d6c4e90301361c765902c5b7a1ee0037222322920d670fe5d6ee
301,13,0,15,2.1,6782a83e7bdf01e807b25dcc3ed6a44bd5fb59a973d92c701dd3068044a440b8
302,14,0,5,2.1,56301ac6c1257b0825bc140360191136cedb3ee28d77c5ede5e2061fa47946b7
303,14,6,6,2.1,4bc98486ade8ae486b0bfbb9987ebaa5a845cde64b1a3a6fcb5846290d392b08
304,14,7,8,2.3,5c04c2f1df6bf28af1da7bc75b28e5664c6b3b1d4fa555f9ed20f93c0aac6d1d
305,14,9,9,2.1,e6e3dcb96643c154c83cd708353cb576055387fd6ed16fb88adc8cae4ecd52ab
306,14,10,12,2.3,7d5526e21085351abdc7ed9fca89a3de9e946fea709491ce8ac97c896e42c617
307,14,13,16,2.3,3f93458bf29b286ca0ad4a86929943d61998ab9b54311cabf65fa9a0fbec4ba7
308,14,17,17,2.2,d6ad33b84b665f5bcf84dea3ce7a5b38070dd657a6653c43b6f5f41bf15f55b3
309,39,0,27,2.4,556eda111aea0e527583e85ae23a50dec1349ae06305cbbaeb829fecafa38f63
310,88,0,6,2.4,e33442adf0b7464ccd707235bc01122725c4f74e7897947f7cd8383e56ce3158
311,88,7,11,2.2,cee8de3dd310a62d9b7e46207de0b2b252e4d1d1a987b92bfcae25146807ad37
312,93,0,4,2.3,13776c3970d0a9aceafa990007230a35669e5b5dbfed1a0bd8bb39fb744c5fb6
313,93,5,7,2.3,96140546e22f8b0a2157f8db7655439a5a37d844a9586875fc6bc3d72b621128
314,93,8,13,2.1,50bbb4278979a115af0996b9bb518d8ed1a9e132b02b76c11fd09e5aa3334172
315,93,14,15,2.3,dde1824dc920c5646316b1a999eb612ff57c4fe02ff3d86741a7c27f60aa14db
316,93,16,16,2.2,028a0e098af46a3db8652fa83210f1b1404bc65523673b863cf7e807d5889117
317,93,17,17,2.2,8444d460f999fd045605182ef6aaadd42eddf066fcf797b5e63d1789b0e82a80
318,96,0,13,2.1,337cd240b1f13e809bd71f498858cf1c574fc0e39d85f3754320a8c2c1677cf9
319,96,14,17,2.3,48b752887e26c52ca857554a4e2b56fa7041b49e98080deedca0d118bd6c695d
320,103,0,16,2.3,db7c2231ba89bf14c580414638a9ee32418c29ff6ce1760eea88dfed917d3a26
321,103,17,18,2.2,24d80c54054ea42d9835a62ddac53c0d086fadb01bd49110119c3b10171b3795
322,103,19,19,2.2,4b2e75d4c1161535099a897ef64e5759a0217faa968f22fcd8067740685999ea
323,118,0,1,2.1,2ecb07ff8cea75f5af4f3cc38af1dfa77fab4f5045fc3d37a38d6f8857f7d99c
324,118,2,5,2.1,568a23b3abdccf2118ef3a31c98ac7f26d89917b1121e8a37370a335ee745fb5
325,118,6,7,2.3,33c86c41ed4044ce6a67e4e9412d96520522919f3f498d3e276804eeba558fff
326,118,8,16,2.3,3dd56f10861e0738dcd46650c330a897ee79e5a5c13b02bb62b9673e4f0a27d2
327,118,8,31,2.4,bf28fc5b38092fac2c6f6eb9dfeccd7b33afbf83564bf546081e3badcda58978
328,118,32,36,2.1,31084d95d461363136ccd36e0848d703f173c9cef27c46c984b8cb96d2bcd8c6
329,118,37,38,2.3,ede5dd1236fee0213015d6ed9cd5357e7e0e6b19b5575c3bfbbf58d4b6654a19
330,120,0,6,2.3,264c623b5f232168a64d68b1095ee7fd267bf1b9e0fb3d41a27d060fd7a0d394
331,120,7,10,2.3,221eada08ceb4337a55505e0e12455485847f298101285b39a9dd4e9274cda9b
332,146,0,17,2.3,db71e6e5165b5c868d1ba4ebdbb580fe089f50134564aef79cc14acec78f5a90
333,176,0,6,2.4,f53e795c5cca7044481de9c0b6a5a0b7899ef505b297d2fc041ae9d7ad35c2d1
334,176,7,25,2.1,459da388cb7ccb3be1185d816d31e6df3e1c0889b84755a80a68055fa02611a3
335,179,0,7,2.3,9565fe430a1d6b0e63a4a4dc1f1b197f218bf3ab9808d0338bab6eb9f06c4657
336,192,0,15,2.4,53ff2808702fbd4ee641cf50a04a21368e087f2870fb341fbeac3848e41b0713
337,199,0,12,2.3,9848ac8831f90564587ec5c5ffd09900b96e4163737c481f339023071ed0aca3
338,199,0,14,2.4,1c064bbed1e7dc93903c83f018083b73978bc367ff473a5dd83fc2d9d2668f7a
339,199,0,15,2.4,c8cf51e4668a11caa5539ebb431126850e6eeccac2968bf5a82b0280e47e74ed
340,199,16,21,2.2,c0a8c132fc12833ba1f37a7a340727e81ccf1f14b4b1b884f1e0c8a193ddbd2a
341,199,22,22,2.2,a8605f03cac496840a26cef65451a27157475509d49ce062f82af36d052717cf
342,225,0,1,2.1,a4ebbe47b1dcc7a5c90b853b9f69a29e3039540fec71c4820b0cbf582096c779
343,225,2,4,2.2,c6b28e18943ddd81f11d2265635b8fa8f1e62ee12749aa7210923a61dbb601ad
344,230,0,1,2.1,7834c7e0bf44e2d7f7a92b160322f04edaae61c46d2f366080f6fdc41cac29f7
345,230,2,2,2.1,63948b3cc73e859aa3de8639a3ef0e1df7be09da8b120d1ec3525d7adce62c71
346,230,3,8,2.3,2d7ae3171f6afa36628c6a4ac40ab1acbd1f2de93766880b28810130bf633f23
347,230,9,11,2.3,0c3e8f98013cf0ff41fc27d671029b740aa21e98c331fb0b9bee4bcc68f1a540
348,231,0,4,2.1,dbe25a5a1dad89c2f84a7f9fbb470c20450baa4c243355c2559d8d8aeb7ed3ea
349,231,5,7,2.3,facad35742ea5546b98da508583a2b1daf6f6f3e279d9196c2379d33e6bfa15d
350,231,5,32,2.4,ed4fce34b8e84034572804fe5a9fae60b0d4a283f073a4956cc13add3d82c9df
351,260,0,6,2.4,2618c94b3bec6225e2556d6af299b5b3925de650ba2898f1bb5ec2063f0ec0d8
352,260,0,7,2.4,6c80a6bd411c32a00270e23daaa2a560f641e6f95ab89e15cc6d0a8c60ca8d3c
353,260,0,10,2.4,9b5ddfc692d7f2ae7b2be15fa3cec3b221d8dd8da30a224545bf6b9e82eae386
354,260,0,23,2.4,e03e970d870da6c9d2cd02fa0006eded51f91e3372cd5e00de69318521831ab5
355,260,0,24,2.4,22481228c3e89dd4099d5ea1721e37f05c777088b0c105a60aaa87cd9e4d451e
356,260,0,30,2.4,2b0b505ea29bed3a84932f6d9ada9796b3f163405db54addc9953e63d606a56d
357,260,31,38,2.1,42aa80e8f03a8010e381ec5505186f2f28721602ef710233ebfb5b35474cbe4c
358,260,39,41,2.3,f25c022f4cae8a6263a44fb10d286138ad90fdfe0cdb0ffce156a59f6c2227cd
359,260,42,81,2.2,1b2934f432ef4d0daeb052df16de44547f7385041a0be34ed6bca4a018a79e45
360,260,82,82,2.2,e8aa966f70fc0ef44c971b3d84ee2cdb2f55ef73aecbc8a568dbd89eff8bff40
361,330,0,23,2.4,57ab8f8f82ccd9ab5af31511adfd023be84ce9bb2eb299f53aea72ca9f823ab0
362,330,24,40,2.2,9bcbc9443b44cecdbdd44b3e0b3aeaf4dab6efe8048d61bed0431d62d0c89e24
363,330,41,41,2.2,48293d134cddb81b4d9498960ce40c4c0fe590e554181c65a6c0ffea51d8095e
364,330,42,42,2.2,b37440bbe840498c2aae02cd585fc9968496ba7da8ce7fb6fb828d4d6ef1508d
365,333,0,23,2.1,3a761c33b327a6500bd835fe34bdf487ee565650343d90e9f8d7f9171448844e
366,333,24,32,2.1,5b68c4512a809b60debfe1a55bf4a6f4e144088328edc7101c835f937a066d4b
367,333,33,35,2.3,f5a9a0811443d81c9e374657937d8c3c0fb2e30d64e93225e63ab6939df5c2f4
368,333,33,41,2.4,5c3c001793701f5e41516b3ade8329fac7f5d99dfaec2da7cde45c16ae2786c2
369,333,33,48,2.4,de0dda7a35b9392012cda5951d66404bb34e8edd37a74a1388127313b4bcfc18
370,333,33,53,2.4,22026b2a040eaabacc18f3fe422f43c55bf4ed951c89b1b739d1c15efbaa110b
371,333,33,59,2.4,05567dce97d385ec16b44b044248a7456c6a8f0d8f5011c7f69a96b0af86ee85
372,333,60,62,2.2,506ac8ed733c26ad4dee709b70e5dc5649df1007fe5ba4586e8508afe0c71737
373,337,0,6,2.4,ba45426a97e4189271d630c7e17ed6f9afcadab0c8a5c85bb442a6346b427772
374,340,0,3,2.4,01ee8353bbac78c0ded35b6cd3d53d008e8c9dffc4547cf1b46328a8840910dd
375,340,0,5,2.4,08467a6948e8a97e82220e165df717388463febf57c164322d88e621cdf91a66
376,340,6,14,2.3,c3e1e59f53f8526fdde473a9a75a9f3376f3ee8e84e54e2300e3e63355bcf17f
377,340,15,15,2.1,1adfd445657a591a41c8ac3355234611d94759de4b22e31a6a07f6b90beb7de6
378,340,16,16,2.1,b0c971939f7159140f5cb03f261055d50ce5bedd5600d405a0a6103957bccc07
379,340,17,19,2.3,33a346eb020d3f23328f340756e4385f385b4447f8d44b2732b9c0629c4efe8e
380,340,17,21,2.4,d5db6c3bcfd0201d76ed8015f9a98c53290c4538f044718deb4e24e9dbf0e5f4
381,340,17,47,2.4,b1c244c4fb832c1d1035ad6f2331d8b6e0c77b24cd86dc2fa2e8d87c12f9630a
382,340,17,48,2.4,6c91578d9aafd71e47f34e75e0495db2e7eee4f8ac60d75f9280ca88a49778ab
383,340,17,49,2.4,778d73fce94ca87b7e9ef1561f65287ef9e1a104b71927b1baca93829df49f7c
384,340,17,66,2.4,34a3aa80047a3fb98965c75642209acdb746449e44ce6acab41c65c7f67cd840
385,340,17,67,2.4,daaedcfe718ebff7dee47255e7d3769b8c0441beefcb507c43c2b2156577be0c
386,340,17,68,2.4,15d3c2eb83293576d4bf8d95c7e96e6ab465eb38c3fa9bc60d5e5b02442d6e66
387,340,17,69,2.4,c5b0dae803af60453daabedbab5d0c0ac8f7ddb5ba7ef1b8bdea57b992e8b358
388,340,70,97,2.2,f3e70f98f2f296e0a58d20451fe90c75835689128f5f46076cf9d9266137824f
389,340,98,98,2.2,a0417b243b1c8d18f09726ae431c878e7f709aa9f93e5ce19ce7a5acd5ff22f4
390,341,0,28,2.2,4cc71d4c787abed1e022e367dc752c579f4703e62a004fa46e038e30c1de1632
391,345,0,6,2.4,eea56da6d6e3cc6c9c7e99790dbb1fedc6177574b74415b2bd0b80b967dbf802
392,345,0,13,2.4,fefc7082fbfe5e59a3225a1003f151f30f53d43b1d19184acaa7d7b36c4007f1
393,345,14,42,2.2,f4631bb85fea1b12e370d0d3402a2843a386c984cd29d733f9a3b9bde11f09a1
394,345,43,43,2.2,3374e031f8f3a2add41b53618246b2e3e62fc756096758e77d1de8ca80d95193
395,418,0,4,2.4,06d58bbdfdc4a128061b7019f9db79300b7ba439f98a0bdb79c1b6a768044270
396,418,0,5,2.4,678ecfbca45588ec445af7294abcc0739a74a1f8fa3c64e4e43af914c1104398
397,418,0,8,2.4,d48678f48b1d01c32ab0fe4d0465cb83bad5e89f703416eb3719b65aad6afcb3
398,418,0,13,2.4,47a547916cb90d778a77ca8fc93eba44d7d5290f1e926ea397e4846eaf85e7a6
399,418,14,19,2.1,b275253283f0ec63e9d7601da523914d6902d965a18ba0a7e4c269f2a492f663
400,418,20,20,2.1,36b0b67bf1a2815bf2791657a4454a93763b3cfcb181024ae0b8a0bb385078d7
401,418,21,22,2.3,10d923bf2fcd8627236b140e625a9bbd2034a62ae23b08d3962152018e41e6ae
402,418,23,24,2.3,95335052d1ec75b0bf1c763b3820b637a4ba9d170126e2201385b5b60baecfc3
403,418,25,34,2.2,b17d05465a07bd800ee1c74fba1e7be99648647b62766bf91b63ab5af3459699
404,418,35,35,2.2,7b33bb0cb6a26808e72c9777f507dc88d44b92b72fbd361c97bb29a93dfcc302
405,418,36,36,2.2,fe2affaaf5404e680c1abfb2774f00b5ed7bb7d912a8c3bebdd26913df426ad4
406,447,0,41,2.4,686fb6b7258b567c009b9701a89a5bab1638237329b1ba7f4f6548b9c009295b
407,447,0,67,2.4,d5e333af4be5f0dcdd9ceccb3268d7ddfbea82d8bd878b605f6ef9cab6528f3a
408,447,68,69,2.2,19238a55ff6a3285933fdea70fe7f7f75e1a41ab8d01d8f9946dc9e607221a66
409,450,0,6,2.2,61a446946aa6dbfd669bcd79d05cf84a430d26e3eb15d73749a1446c41f04d61
410,450,7,7,2.2,350d7d8bf848fcb44794e8bf73ce24345d52407c177ae9bbca523f3553183e31
411,450,8,8,2.2,7a90461c14e719babd2edf9f0f6d0ef39354493a1d3f6ff3a264b4dd0bb873d4
412,450,9,9,2.2,6dec2b14315715d879f223826f2b1e768c4d26e2ad434f436b51535f5a68d23a
413,450,10,10,2.2,7c9b7dbc705471cb5d4acc95b35f18350a2ad8b00dfef0760623c2942ac10326
414,450,11,11,2.2,e346502f6bf28215f3241e3b63b0be0f36da80696e967acf36be2e455c05e5de
415,464,0,4,2.1,68b7a2d28ac3e28c95680d3225963b6337bbb586343900c0de603b29c365951b
416,464,5,5,2.1,545aea5610bea5bfaa13ea30665cfad48a830110f65d8e11fdfc33298e470ef8
417,464,6,6,2.1,e18f64032ef6df58ee40cddbb57a4af60f5dc4808711fde9441d2016d4ac9bb0
418,464,7,11,2.3,f667a97d2fce655a3983478b5b58ab5b9fd3bbd3ab7647b3f6dacd593c8b10c3
419,464,7,19,2.4,663fa869221b653fa30ad202e4df509f1c870684aa07ea5e1a17239323d8f764
420,464,7,21,2.4,2f61886a171e93c5a84850109119ebcfe641a399c580d1d1536dff1bc37c475c
421,464,22,24,2.1,86b23a9fdae4e7588b072d32ac240e24d8433231585f4c82ef91583003f6f4b8
422,464,25,25,2.1,69cbb135d279e9215e34b568613ad9d5075bb04707246fc2e17460e8e09ea628
423,464,26,27,2.3,a7476bb2952ca0081c5239a4983b8d3d680d4bc22efd7b71f995dc019d3a69a0
424,464,26,39,2.4,a470d54048532a2271cae26214d3ee0eab30a6434f02f6693601d4b48ec5766d
425,475,0,3,2.1,10b769d1e3946657fd13b125570f29557f54514eedcf21f8280e5698ee770827
426,475,4,13,2.1,c349347d58c0390212d20b9cb06238725500434aad94c7e043056c297a1bbec8
427,475,14,14,2.1,8e3c4e368a9dc18e1a81b29cbc543233a4ae8ab2c2cafda09a446c0584930a09
428,475,15,15,2.1,597c138af13d72754a2bfa888feabe5ce074acea6b61c2607377a730af83a887
429,475,16,16,2.1,09bc0e161766876d487ca50313fef0506b3d38a485e76a1340c9e08d1ec612b3
430,475,17,18,2.3,8348fd478121ca7a788180ef18381080761cf6418d9472a8b7074c2f60dde0c4
431,475,17,24,2.4,12c7b48a31db46415e521aa7b619fe00756d78a10b75ba443903d9ab33d922b3
432,475,17,30,2.4,bc394aa44e09608526c5d5901349da596383daa9883ebd561e341bd8556f0f8e
433,475,31,38,2.1,eb710e613b0198545cbf92a9acbf08e4df24d14c3c68aa4472fe60d7b89a39cd
434,475,39,39,2.1,f0b6ebe752b266cea11be57358a6ca33568397554c1e0f14877a57eedd82b3c9
435,475,40,41,2.3,f7f414d8df565f30028eeda85af10f0f3d5d21846b082564df6abad9bd61d363
436,475,42,45,2.1,f47e33239924ad3ce3e5f403f5bf3be2f5ff1b45d9c041f5fdeaaba98f055b80
437,475,46,48,2.3,8558529979c7936a7112872ee259c4d9ab2bf40c8333e53ad787d851b7f1f2d5
438,475,49,50,2.3,c2d8ca869649c038234ec232dfdab16ba8945d5d3aa2e1744b17dae4f59c64fe
439,517,0,7,2.2,16465edbfa3f255c986992b305e3f396b1312e82795d61d61421afcdba509c6e
440,517,8,8,2.2,9517f6214e29b13a16fa109d9a7496175394566e45a3b79d8c908cb74d21a4d7
441,517,9,9,2.2,27d852e2a902fae17a5411e5b10d112fb7354636fa58a8e7e7056353627a9398
442,517,10,10,2.2,0ae65a428d47fc96b5eee62fd6db2776a6b641b47b27b91f1dd541992d45dd39
443,530,0,18,2.1,1a038035a916d143d47f1970d0d6464970af659a71288eb8d2c8c05e76cdc0e0
444,530,19,19,2.1,fec39eabb33629a51f2cbf093363ad10bbd84922d3bcb9a17e5741c49d517794
445,530,20,21,2.3,dbbf11ef12f89120862383fa6d6afc31637fa8df2acfc25c8c3109fe66250e5f
446,530,20,27,2.4,4aa32c9dffa64af0752fa22da97d210b57e4ffd5b6cd842bd6eacca7b025e5c6
447,530,20,28,2.4,55c2962ba4a042b2981f66c8792f22e698136b7381bf6a9a42edc724cb00207a
448,530,20,29,2.4,39b1831a9d032e0599ccc237b3ad78f71415ffa2ef112bddbcc73f149f2185d3
449,530,20,30,2.4,6bbec9829a78d0092f883e9c3f7d4d85747d871a976231042c5e2e9b3b8fa6b4
450,530,31,52,2.2,475de4078872e22b69986f73bd4e6ffcda19803ab2ad7b0842c998b662d580cd
451,530,53,54,2.2,6eb7ec18ba41be939e1858a591b1672f66863feeb477caf236dd68547b2352c5
452,530,55,55,2.2,105a6546e23fa9396d160328925c80d5dd4d0d754f6b6c43101fed592853ddef
453,530,56,56,2.2,af5eb594cff41f038cdec208bcbce308d067797a9e19db15d27a3dedf598fa2c
454,556,0,0,2.1,fa9f24687a33478afeb16aaf1aa7a87a111750fce866ddb96262ac2d94984a24
455,556,0,15,2.4,632d630b7b74fe8dc9323ff8db8a382de5a1b61bd513e91c1d8a3c0cc9e4fa6f
456,556,0,26,2.4,8739e4194d4ea3b2f48e8c05d221d49be42ac3fd262b31f77e0698e93f57216c
457,556,0,27,2.4,d61b027fc4eb99f5598047382fdd8cf4fb56a3a8cdec40d46fd323818deaf0cf
458,556,0,31,2.4,940c6193103af4b0280562b40e33d9da81b2f6f1134e61101cce306ac1630903
459,556,0,32,2.4,8ee2f48a3aa0bce5d671a476e57d422e7a37669ef8390f905ec05c3be60e174b
460,556,33,53,2.3,469005a7e7c25be113491bb4db698ceb81f82d2533b9011d110009d48024e050
461,611,0,2,2.3,cb3082aceebb5bf866a5d2fbe5c92beb812e374497bd6f811da8e273c026fcc9
462,611,3,5,2.1,820f86edfe87498be814b23850ff17214e5767c9b0ff98577107b3eff0572fa4
463,611,6,7,2.3,556492a4fdb6e253283efb6419d7b3639e1bec4e6b595a338776cd5493453261
464,611,8,8,2.1,c6fb2527fd8b9f0540d13121b1742ce81165b7a7e06eeb41af8e8e74481ce162
465,611,9,10,2.1,0aad9dc26df54baefb2d942f52ff1511ed1227d8d67d82125eb8b7039693b171
466,611,11,12,2.3,5a2a9d44affb55376351bfbb89e3f713570b180e23f4e9b96e5215026707bc5f
467,611,13,31,2.3,ad0925550b299169a5d27626c04cc4ddcc26e9852e682c2292d81dbed8f2ced3
468,611,32,60,2.1,eb8e4aaa32821f97b16ed6003d8918767a2a33cbf6a1ff0ad2f2e1b2cac40afa
469,611,61,61,2.1,f058c847ff1ab7eec4614afdedbb2fe4350e00c347e7706f82600a3ccb3fb23b
470,611,62,62,2.1,f92cec5ebc3ccdb937c9ec66c8718f3bb2922369b2759e937990771ab826c9e4
471,611,63,63,2.1,74cc0a2e79eed368be31c6ac1fa795889f2da39620dbbd1bea569b33eda25e58
472,611,64,64,2.1,84ac4632f144087fe862c7d9d6fac7c88411290a6e09507ed1e347ea90dc3971
473,611,65,67,2.3,65350193ed53d9c63f2e54042fde3aa4bc90d09ddc42429955a24a5db4031fff
474,619,0,18,2.4,c989bee96d1073e56583cfd556a6130d0230bdb7b1511c9c337e5e7834576725
475,712,0,23,2.2,75560418d2d190da772343a80f319ce3894888fa288d6cd2248e1e24276eac76
476,712,24,24,2.2,436a28e48e952076d830255d9f915051a45233ac52079f0ae935c7ee1052012b
477,712,25,26,2.2,a420cbcaf22b7bab5217c0ddbf4f807c94f2948cb0dc14b0a9a176b82324d23a
478,747,0,5,2.4,545da3610974d866db69c6e9259d9cdc7ac43a3e8dc48c0ef3cc67259eb1d5be
479,747,0,7,2.4,7d018233c6a0c83a5c6533cadf9cdf6d44a91c9cebb865c3ffd40b85923a4827
480,747,8,18,2.2,3a38643fa1d2d71fc56fcd0c0005f3f728b68a730b72720221e63a4890cf2d15
481,747,19,19,2.2,db36c9bd5e7ea577a2a7ac915dc33791c8b2fef0bb917a7e729ff5c31d931d29
482,747,20,20,2.2,168e763cda8af1bbd4ba3fdc000ed3cd756c03acc55feb8d0c4497201ae6b436
483,760,0,28,2.4,42fad1c72bdd46157c6b295b750c625465d7326e18d131e0a4eb963ff87c40ad
484,760,0,35,2.4,99d060c50873c0c206607a641d4e1ff468b957ae0ad31a1293767fe0d23c0564
485,760,36,47,2.2,fbeea54a4cb40e58a12f51a0f17d6690ae18970ff24782d08f846621e92939ee
486,760,48,49,2.2,1a89cfed8ce6a549f7f592d633e669f98f01c3078bc52ce442c73cc93ba3a2be
487,769,0,3,2.1,bbcd309f931db238893684aa196ca218f857b3cd71268eb07ee7a8e40cdaac6d
488,769,4,6,2.3,89e49c15387a218d4f828a75993dea903364fd90ee0c26e7fd8ee8ac5a088b6d
489,769,4,7,2.4,dc0e0576158df789e48882a16c7b9465f72ece641b0f403c8cb1f8f4a83b34de
490,769,8,17,2.2,e2d8bba32ee6a90e66a0e9d71c56378981c22aa1ae02dbeecf6be18fd40f82ee
491,804,0,6,2.4,ffb669f9688558b65ec634f2ce1d8ecd6eff59490d3b7228e37d22dbc06476b8
492,804,7,23,2.3,73a45512833fa95e4766aeec6891649778ba314a081b7404e6bca4bc55e39126
493,804,24,29,2.2,efc83404bd6f1217c8784509c5a6934e7cd6743525e372a7239685c055026b26
494,804,30,30,2.2,662faa11100664633af759b5158fe1759ca565c604a6bdc6c9edfda44c43416d
495,833,0,10,2.4,17fa1ea5306ca10aeefe7134fe0a50310b0499291521be5da298dad6d2b83734
496,833,0,11,2.4,aec239022734c0420b36449d55348f4ebfd32b6f652d0d7ca36796b5c2c9b3cd
497,833,0,15,2.4,6031e752d7d85132c189969440481ac7a2f52fec04edecb9520987d6af674609
498,833,16,18,2.1,a2f39fe89cf0227a1c3ba4bfa002a17744704b10597449f7d54b47c91b029ae3
499,833,19,19,2.1,3d7bbbc3d6277bf9f544581c09b66206f6a9c475069fd8a7929747883b9bb395
500,833,20,21,2.3,da278c7e06066c04a5b6c0bc6cb6e14a29675b2dd1a9e0ba9b50b3a585b7b53a
501,833,22,24,2.1,f5a01c634ac863d9d72e608812580fe5f0c4106392d05831e901753d38efdafe
502,833,25,26,2.3,81c061e5c28bd7d96507df99fc2c7e642c0b9aac3b8effce935da8923df2e260
503,833,25,31,2.4,d1b682cbd5cbf9b40fe125877cb9ea2f8275cfefd25e04a23d48ebee384d93fa
504,848,0,8,2.3,a0932e84d4fc9db2510e2eac9c55a50d2a89abd66254a1459bc033e489466789
505,848,9,9,2.1,a9e3bcae65ff9b932fd44c9d12bd572f732994aa6189ea581ada70c59ac3a683
